,Location,Total Land Area (acres),Number of Cows,Farm Size,Quantity (liters/kg),Price per Unit,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
3187,Chandigarh,71.65,69,Small,922.11,62.95,233,65.58,15280.14,Retail,689,86.81,117.15
3188,Maharashtra,217.22,94,Small,15.29,94.88,6,90.82,544.92,Wholesale,9,14.59,68.2
3189,Haryana,77.0,27,Small,800.47,51.92,547,49.26,26945.22,Retail,253,53.63,139.46
3190,Gujarat,506.33,58,Large,584.77,16.35,77,14.03,1080.31,Retail,507,77.72,193.33
3191,Bihar,855.9,83,Large,48.5,14.98,23,14.53,334.19,Retail,25,36.99,105.92
3192,Chandigarh,496.69,36,Small,992.4,63.31,861,59.42,51160.62,Wholesale,131,14.22,168.04
3193,Bihar,221.7,50,Large,918.3,32.79,337,36.97,12458.89,Wholesale,581,55.6,185.84
3194,Delhi,325.69,41,Large,997.53,46.4,563,41.85,23561.55,Retail,434,81.48,165.15
3195,Jharkhand,394.83,55,Medium,217.77,67.85,26,69.12,1797.12,Retail,191,20.59,170.76
3196,Maharashtra,564.43,27,Small,774.58,69.79,747,66.86,49944.42,Wholesale,27,70.39,56.35
3197,Karnataka,238.01,95,Large,114.7,35.37,27,35.58,960.66,Wholesale,87,25.37,121.32
3198,Jharkhand,111.14,19,Large,590.08,19.68,580,20.08,11646.4,Wholesale,10,72.09,125.48
3199,Gujarat,420.13,91,Small,986.15,43.87,925,46.95,43428.75,Retail,61,39.39,148.65
3200,Jharkhand,307.21,91,Large,911.62,11.66,133,14.3,1901.9,Retail,778,60.15,65.33
3201,Kerala,430.56,57,Medium,966.19,69.42,649,72.95,47344.55,Retail,317,14.14,23.95
3202,Tamil Nadu,605.48,80,Small,114.61,72.95,84,68.39,5744.76,Retail,30,17.84,62.59
3203,Uttar Pradesh,535.6,32,Medium,726.83,73.44,494,69.65,34407.1,Retail,232,97.52,110.8
3204,Maharashtra,214.16,90,Large,373.85,61.26,28,65.03,1820.84,Online,345,84.31,189.02
3205,Telangana,71.73,90,Medium,33.85,26.93,17,24.13,410.21,Online,16,80.1,108.03
3206,Uttar Pradesh,24.94,89,Small,901.97,80.27,328,76.24,25006.72,Retail,573,16.8,179.1
3207,Delhi,800.03,31,Large,352.65,45.23,234,41.18,9636.12,Online,118,78.57,100.84
3208,Delhi,618.26,23,Large,630.45,36.58,230,36.82,8468.6,Online,400,15.5,80.14
3209,Haryana,129.6,54,Small,51.73,67.79,40,63.62,2544.8,Online,11,59.32,185.04
3210,Telangana,543.66,84,Large,804.18,34.98,237,39.38,9333.06,Wholesale,567,93.99,98.56
3211,Rajasthan,714.74,85,Medium,892.27,76.37,112,75.05,8405.6,Wholesale,780,79.74,48.46
3212,Tamil Nadu,967.87,65,Large,882.33,59.28,539,54.83,29553.37,Retail,343,70.76,76.46
3213,Tamil Nadu,424.34,57,Small,37.35,28.47,29,23.57,683.53,Online,8,80.6,20.21
3214,Madhya Pradesh,827.93,26,Medium,997.79,71.27,97,67.59,6556.23,Wholesale,900,89.85,172.02
3215,Rajasthan,494.73,55,Large,68.79,33.96,1,36.51,36.51,Wholesale,67,21.06,125.6
3216,Delhi,303.89,72,Large,235.59,12.59,203,17.12,3475.36,Wholesale,32,92.82,93.19
3217,Chandigarh,214.64,73,Small,619.12,22.14,333,26.28,8751.24,Retail,286,48.44,90.08
3218,Rajasthan,948.7,96,Small,689.83,80.54,283,85.53,24204.99,Online,406,19.92,59.9
3219,Tamil Nadu,228.54,29,Medium,618.75,26.16,305,21.98,6703.9,Wholesale,313,58.33,122.13
3220,Uttar Pradesh,94.15,35,Medium,736.8,67.27,431,64.41,27760.71,Wholesale,305,59.0,192.23
3221,Jharkhand,351.99,30,Large,873.12,30.03,89,26.76,2381.64,Online,784,54.16,119.15
3222,Tamil Nadu,703.33,18,Small,554.64,38.08,216,39.84,8605.44,Online,338,67.07,75.98
3223,Gujarat,375.72,74,Large,542.68,60.58,393,59.72,23469.96,Retail,149,21.75,86.49
3224,Karnataka,987.89,25,Small,29.9,89.98,11,87.27,959.97,Online,18,55.77,33.26
3225,Uttar Pradesh,976.38,69,Small,540.66,31.62,381,29.7,11315.7,Wholesale,159,89.44,143.37
3226,Rajasthan,444.16,92,Small,498.79,30.17,149,29.07,4331.43,Wholesale,349,89.35,143.68
3227,Haryana,80.62,88,Small,167.8,90.87,154,86.5,13321.0,Retail,13,77.92,137.73
3228,Uttar Pradesh,619.73,29,Medium,128.71,92.66,100,92.79,9279.0,Wholesale,28,94.84,72.69
3229,Delhi,238.74,79,Medium,846.53,65.87,514,69.77,35861.78,Retail,332,41.65,98.56
3230,Madhya Pradesh,84.26,44,Small,931.76,78.62,461,79.17,36497.37,Wholesale,470,61.19,103.43
3231,Madhya Pradesh,928.6,58,Medium,398.72,42.5,300,41.68,12504.0,Wholesale,98,53.78,89.0
3232,Gujarat,174.94,61,Large,571.37,12.02,244,11.47,2798.68,Wholesale,327,46.28,152.64
3233,West Bengal,784.29,25,Large,528.11,21.98,177,25.47,4508.19,Retail,351,18.29,89.61
3234,Karnataka,818.69,22,Medium,918.29,46.01,306,43.98,13457.88,Wholesale,612,81.48,181.93
3235,Maharashtra,837.36,11,Large,858.6,98.59,31,97.9,3034.9,Retail,827,47.01,129.76
3236,Gujarat,139.88,80,Small,598.61,75.81,25,80.47,2011.75,Wholesale,573,35.17,25.85
3237,Delhi,707.46,31,Small,470.57,22.25,309,19.94,6161.46,Online,161,29.15,79.53
3238,Haryana,248.12,25,Large,884.43,15.61,104,14.45,1502.8,Retail,780,96.91,146.91
3239,Chandigarh,481.04,100,Small,673.03,18.56,643,20.27,13033.61,Wholesale,30,27.12,67.53
3240,Chandigarh,537.49,19,Large,431.76,81.72,193,81.27,15685.11,Retail,238,88.69,96.13
3241,Gujarat,640.32,60,Small,767.8,92.04,42,89.14,3743.88,Online,725,19.2,198.07
3242,Maharashtra,245.16,77,Large,372.36,77.6,47,74.07,3481.29,Wholesale,325,67.7,32.37
3243,Karnataka,247.28,92,Large,808.62,45.86,110,49.29,5421.9,Wholesale,698,53.08,138.81
3244,Bihar,761.3,33,Large,345.82,88.6,100,85.77,8577.0,Online,245,19.63,72.18
3245,Delhi,812.67,96,Medium,219.46,18.13,143,21.36,3054.48,Wholesale,76,44.73,134.83
3246,Delhi,276.52,83,Small,294.23,43.2,35,39.37,1377.95,Wholesale,259,68.99,117.13
3247,Delhi,524.76,69,Large,8.0,47.71,4,49.78,199.12,Online,4,72.23,107.43
3248,Karnataka,133.58,20,Large,957.7,36.91,648,40.11,25991.28,Wholesale,309,38.02,192.68
3249,Gujarat,746.97,95,Medium,791.28,80.74,304,77.93,23690.72,Retail,487,56.53,139.22
3250,Karnataka,983.66,28,Small,205.57,15.32,73,11.57,844.61,Online,132,98.61,114.37
3251,West Bengal,859.25,92,Small,749.78,25.91,324,21.82,7069.68,Wholesale,425,12.49,159.68
3252,Delhi,164.57,64,Large,793.89,59.08,226,61.72,13948.72,Retail,567,41.32,70.72
3253,Maharashtra,370.01,58,Small,201.09,36.7,94,40.03,3762.82,Retail,107,98.65,93.27
3254,Gujarat,419.65,21,Large,932.1,32.6,389,32.83,12770.87,Wholesale,543,14.7,65.91
3255,West Bengal,861.77,41,Medium,917.28,58.51,6,61.17,367.02,Retail,911,89.64,46.65
3256,Chandigarh,450.57,77,Small,963.06,33.31,15,36.01,540.15,Retail,948,76.59,70.13
3257,Gujarat,836.93,40,Large,452.1,37.92,409,37.38,15288.42,Retail,43,99.51,117.22
3258,Kerala,215.95,90,Large,266.24,68.08,142,72.95,10358.9,Wholesale,124,28.39,114.85
3259,Chandigarh,577.14,13,Large,571.67,22.63,401,25.34,10161.34,Retail,170,35.0,52.19
3260,Tamil Nadu,17.06,93,Small,643.35,12.01,320,13.71,4387.2,Wholesale,323,25.65,182.51
3261,Chandigarh,179.39,79,Small,924.2,51.69,919,51.64,47457.16,Wholesale,5,46.68,162.49
3262,West Bengal,711.12,100,Medium,431.2,38.43,307,40.75,12510.25,Retail,124,52.47,87.38
3263,Chandigarh,125.51,27,Small,525.47,60.74,237,61.29,14525.73,Retail,288,59.93,179.24
3264,Maharashtra,704.53,38,Small,220.99,46.01,178,42.8,7618.4,Retail,42,44.05,190.86
3265,Delhi,486.36,51,Large,361.21,53.45,325,50.11,16285.75,Retail,36,80.17,152.24
3266,Rajasthan,751.01,83,Large,695.49,51.34,239,48.26,11534.14,Wholesale,456,35.99,196.75
3267,West Bengal,774.49,42,Small,946.24,95.16,901,98.9,89108.9,Online,45,28.53,41.19
3268,Uttar Pradesh,424.81,64,Small,845.0,53.64,170,54.54,9271.8,Retail,675,99.36,89.61
3269,Uttar Pradesh,818.96,32,Large,595.94,60.24,212,62.53,13256.36,Retail,383,14.14,102.06
3270,Haryana,717.6,42,Medium,710.02,14.13,701,12.33,8643.33,Retail,9,72.08,190.9
3271,West Bengal,296.09,81,Small,640.3,13.48,506,17.37,8789.22,Online,134,79.93,30.42
3272,Gujarat,151.25,39,Small,777.23,93.74,379,98.57,37358.03,Wholesale,398,10.52,103.34
3273,Kerala,903.5,88,Medium,164.84,15.62,128,16.7,2137.6,Wholesale,36,94.77,119.93
3274,Karnataka,424.88,61,Small,280.89,37.61,164,41.61,6824.04,Wholesale,116,93.06,97.87
3275,Kerala,453.66,43,Medium,369.67,41.31,233,40.86,9520.38,Online,136,77.18,162.76
3276,Kerala,524.2,99,Medium,269.49,99.52,73,104.15,7602.95,Retail,196,12.53,76.77
3277,Maharashtra,391.71,69,Small,295.64,50.78,278,50.84,14133.52,Online,17,45.65,90.81
3278,Karnataka,24.36,29,Small,422.15,31.95,325,29.32,9529.0,Online,97,75.75,54.03
3279,Uttar Pradesh,197.25,64,Large,313.91,59.23,9,60.31,542.79,Wholesale,304,23.22,160.4
3280,Karnataka,710.15,62,Small,726.14,63.41,77,58.71,4520.67,Retail,649,32.6,45.85
3281,Delhi,448.84,68,Medium,293.04,26.13,137,30.49,4177.13,Retail,156,71.34,30.91
3282,Delhi,843.08,44,Large,460.57,88.15,203,90.14,18298.42,Online,257,93.42,115.22
3283,Chandigarh,255.69,57,Small,34.61,42.72,10,40.85,408.5,Retail,24,75.41,39.11
3284,Rajasthan,222.28,90,Large,522.24,91.19,192,89.41,17166.72,Wholesale,330,96.48,171.46
3285,Uttar Pradesh,140.28,16,Medium,227.25,46.19,106,46.42,4920.52,Wholesale,121,58.07,111.72
3286,Uttar Pradesh,188.13,90,Large,423.01,93.64,145,97.68,14163.6,Online,278,45.85,154.67
3287,Kerala,169.68,75,Medium,308.04,20.84,76,16.35,1242.6,Retail,232,96.35,155.94
3288,Gujarat,817.13,13,Medium,76.32,39.45,62,44.21,2741.02,Retail,14,47.73,195.66
3289,Kerala,695.63,94,Large,171.51,46.7,78,43.99,3431.22,Wholesale,93,96.66,20.61
3290,Telangana,269.04,58,Small,139.2,47.56,107,51.45,5505.15,Retail,32,44.92,55.08
3291,Rajasthan,449.24,70,Medium,438.18,73.76,379,72.35,27420.65,Retail,59,52.29,79.52
3292,Maharashtra,722.44,51,Large,450.06,29.22,54,31.47,1699.38,Online,396,84.73,123.32
3293,Delhi,457.79,27,Medium,328.86,28.79,241,29.82,7186.62,Wholesale,87,99.53,58.08
3294,Chandigarh,617.12,26,Small,219.0,57.4,157,58.55,9192.35,Retail,62,47.66,158.96
3295,Kerala,131.75,69,Large,913.1,61.34,836,66.16,55309.76,Retail,77,44.79,90.24
3296,Gujarat,785.39,44,Small,118.89,23.4,111,26.13,2900.43,Wholesale,7,26.82,164.89
3297,West Bengal,156.1,80,Medium,328.31,87.89,107,87.93,9408.51,Online,221,39.81,129.31
3298,Chandigarh,286.26,70,Medium,50.4,52.51,8,53.26,426.08,Online,42,14.58,96.39
3299,Bihar,583.88,79,Medium,285.91,96.14,226,99.05,22385.3,Online,59,68.02,168.59
3300,Telangana,547.71,28,Large,8.26,81.21,5,83.02,415.1,Wholesale,3,87.91,121.99
3301,Bihar,298.27,89,Small,861.72,89.29,546,92.85,50696.1,Online,315,87.12,132.17
3302,Madhya Pradesh,113.72,46,Large,428.54,40.5,341,37.1,12651.1,Retail,87,20.08,151.38
3303,Delhi,636.06,12,Small,552.22,53.53,77,51.76,3985.52,Retail,475,74.85,107.75
3304,Uttar Pradesh,755.21,13,Small,580.5,15.96,246,18.07,4445.22,Retail,334,96.39,99.44
3305,Haryana,790.14,77,Small,625.8,41.5,602,39.09,23532.18,Online,23,10.38,143.79
3306,Haryana,810.95,55,Large,148.87,47.5,90,44.56,4010.4,Retail,58,43.83,199.59
3307,Rajasthan,721.51,15,Medium,901.13,20.87,120,16.74,2008.8,Wholesale,781,52.33,109.28
3308,Haryana,615.2,16,Large,335.67,69.34,184,71.67,13187.28,Online,151,15.37,178.33
3309,West Bengal,987.82,18,Medium,22.08,19.79,1,20.45,20.45,Wholesale,21,32.34,70.43
3310,Gujarat,378.37,12,Large,270.62,75.07,212,70.43,14931.16,Retail,58,11.97,84.91
3311,Gujarat,919.39,92,Large,562.0,57.25,526,56.3,29613.8,Wholesale,36,39.48,63.82
3312,West Bengal,33.95,34,Medium,8.36,33.98,7,35.84,250.88,Online,1,59.05,197.51
3313,Madhya Pradesh,623.07,76,Medium,78.56,74.96,38,74.83,2843.54,Wholesale,40,20.97,189.48
3314,Delhi,66.84,48,Medium,333.95,36.43,154,36.69,5650.26,Wholesale,179,57.6,133.8
3315,Kerala,86.36,100,Small,30.84,18.93,19,17.5,332.5,Retail,11,24.34,147.78
3316,Kerala,103.0,70,Large,986.37,92.64,73,95.34,6959.82,Wholesale,913,42.13,191.76
3317,West Bengal,391.59,81,Small,911.55,92.76,526,96.17,50585.42,Online,385,81.76,156.54
3318,Maharashtra,656.9,21,Small,983.13,88.22,53,89.94,4766.82,Retail,930,14.82,125.72
3319,Kerala,166.71,57,Large,127.67,19.65,26,22.59,587.34,Retail,101,82.15,109.14
3320,Delhi,69.68,98,Small,45.54,29.24,21,31.9,669.9,Online,24,48.13,86.37
3321,Chandigarh,650.16,58,Medium,934.46,49.67,247,53.89,13310.83,Wholesale,687,54.71,182.97
3322,Haryana,699.13,47,Large,779.75,87.66,200,83.75,16750.0,Retail,579,67.13,80.22
3323,Jharkhand,962.23,75,Medium,9.28,93.4,2,94.25,188.5,Wholesale,7,98.07,143.28
3324,Haryana,694.1,16,Small,204.46,67.46,7,63.79,446.53,Online,197,62.94,160.93
3325,Telangana,714.49,20,Small,258.37,85.72,31,85.15,2639.65,Retail,227,77.98,182.29
3326,Delhi,792.03,59,Medium,931.26,71.97,443,70.72,31328.96,Retail,488,23.16,145.06
3327,Delhi,976.79,94,Large,880.79,35.11,587,34.0,19958.0,Retail,293,76.13,183.06
3328,West Bengal,375.75,26,Medium,679.71,83.66,199,84.34,16783.66,Retail,480,83.01,120.99
3329,Chandigarh,600.68,56,Medium,278.59,50.93,53,49.66,2631.98,Retail,225,98.8,46.38
3330,Delhi,686.78,40,Small,740.51,47.03,732,46.47,34016.04,Online,8,69.07,41.29
3331,Gujarat,211.75,28,Small,297.12,81.42,134,77.05,10324.7,Online,163,40.28,42.76
3332,Delhi,298.54,10,Medium,878.52,14.17,639,13.71,8760.69,Retail,239,83.0,170.31
3333,Tamil Nadu,188.48,35,Small,579.01,74.59,62,77.03,4775.86,Retail,517,13.81,72.97
3334,Chandigarh,92.84,75,Medium,644.45,53.55,434,52.72,22880.48,Online,210,67.99,100.59
3335,Karnataka,326.98,33,Large,282.3,96.59,113,97.75,11045.75,Retail,169,46.24,193.37
3336,Chandigarh,542.61,62,Medium,87.8,69.96,13,66.85,869.05,Wholesale,74,27.8,131.92
3337,Jharkhand,247.02,46,Small,269.62,72.23,103,72.08,7424.24,Retail,166,82.71,93.28
3338,Kerala,653.95,24,Small,950.95,66.43,397,63.3,25130.1,Retail,553,64.67,163.4
3339,Tamil Nadu,844.43,57,Small,461.02,81.96,179,80.75,14454.25,Retail,282,28.62,58.76
3340,Madhya Pradesh,606.97,31,Large,766.18,22.01,196,18.2,3567.2,Retail,570,53.95,62.94
3341,Uttar Pradesh,430.17,63,Large,144.22,54.11,20,51.21,1024.2,Wholesale,124,86.7,32.98
3342,Telangana,520.08,97,Large,504.6,31.34,120,35.44,4252.8,Retail,384,97.24,109.06
3343,Delhi,831.85,19,Medium,792.84,55.6,678,53.21,36076.38,Wholesale,114,32.0,55.07
3344,Jharkhand,105.62,41,Medium,421.67,49.52,257,45.34,11652.38,Retail,164,23.01,22.9
3345,West Bengal,296.93,94,Large,199.89,56.35,22,56.06,1233.32,Wholesale,177,65.79,199.45
3346,Haryana,83.17,49,Small,628.45,19.02,425,22.71,9651.75,Wholesale,203,63.53,44.4
3347,Delhi,963.53,81,Medium,259.1,76.34,121,74.55,9020.55,Wholesale,138,79.07,169.99
3348,Jharkhand,659.16,13,Medium,147.0,25.54,10,27.99,279.9,Wholesale,137,92.78,130.97
3349,Maharashtra,523.3,61,Medium,72.85,40.06,47,40.14,1886.58,Wholesale,25,92.19,115.29
3350,Delhi,892.56,77,Small,813.23,63.62,498,65.1,32419.8,Wholesale,315,46.87,111.51
3351,Maharashtra,977.05,21,Small,732.56,71.91,343,71.69,24589.67,Wholesale,389,42.21,159.86
3352,Delhi,531.96,95,Medium,504.07,90.23,451,88.87,40080.37,Wholesale,53,64.07,37.54
3353,Delhi,308.16,97,Large,119.29,28.46,1,24.02,24.02,Wholesale,118,78.36,59.64
3354,Telangana,248.01,27,Small,659.91,24.15,448,21.68,9712.64,Retail,211,90.57,137.38
3355,Madhya Pradesh,495.68,96,Medium,206.09,41.29,156,42.89,6690.84,Wholesale,50,43.42,161.09
3356,Chandigarh,495.98,17,Small,703.73,97.59,334,93.1,31095.4,Retail,369,42.01,74.27
3357,Bihar,919.96,41,Small,920.32,70.17,882,65.45,57726.9,Wholesale,38,37.84,24.49
3358,Madhya Pradesh,995.72,34,Medium,335.09,69.87,130,66.95,8703.5,Online,205,70.25,46.72
3359,Telangana,900.03,75,Small,432.96,91.06,359,95.21,34180.39,Wholesale,73,27.7,136.23
3360,Chandigarh,881.26,22,Large,330.01,51.29,57,50.99,2906.43,Retail,273,89.41,80.31
3361,Gujarat,317.44,19,Large,566.12,98.91,490,95.6,46844.0,Wholesale,76,72.14,94.09
3362,Gujarat,247.15,55,Large,934.49,52.84,514,54.49,28007.86,Online,420,67.94,101.9
3363,Gujarat,486.47,27,Small,915.23,45.36,614,42.67,26199.38,Retail,301,40.77,101.77
3364,Telangana,517.86,85,Large,292.22,58.51,257,53.52,13754.64,Retail,35,62.82,49.94
3365,Bihar,995.17,67,Medium,364.27,38.01,23,41.05,944.15,Online,341,88.82,123.34
3366,Maharashtra,121.88,25,Medium,730.46,48.03,355,51.28,18204.4,Retail,375,77.6,41.06
3367,Jharkhand,206.8,39,Medium,22.91,31.31,12,34.5,414.0,Retail,10,28.96,97.86
3368,Haryana,465.34,86,Medium,471.26,28.56,77,26.45,2036.65,Online,394,17.66,167.92
3369,Jharkhand,904.81,58,Small,274.27,80.83,61,77.58,4732.38,Online,213,64.77,81.69
3370,Karnataka,975.37,26,Small,114.09,20.82,2,24.99,49.98,Online,112,40.18,88.36
3371,Delhi,851.84,96,Small,843.9,36.35,125,35.83,4478.75,Wholesale,718,61.06,139.73
3372,Chandigarh,648.0,28,Medium,895.53,47.79,272,43.94,11951.68,Retail,623,66.71,24.9
3373,Uttar Pradesh,251.99,50,Small,328.99,49.23,12,50.85,610.2,Wholesale,316,22.64,111.36
3374,Jharkhand,469.27,59,Medium,239.87,18.81,29,15.02,435.58,Retail,210,49.59,48.96
3375,Kerala,471.06,78,Medium,855.8,36.24,449,34.83,15638.67,Online,406,50.67,166.17
3376,Chandigarh,771.96,23,Medium,568.2,98.49,64,96.5,6176.0,Wholesale,504,23.35,47.13
3377,Chandigarh,855.86,31,Large,530.11,15.68,463,15.71,7273.73,Wholesale,67,60.96,46.64
3378,Delhi,932.91,87,Small,37.58,92.28,25,88.58,2214.5,Wholesale,12,41.83,194.21
3379,Tamil Nadu,839.2,51,Medium,542.92,64.71,476,66.34,31577.84,Retail,66,49.73,91.88
3380,Kerala,353.35,52,Small,845.76,39.15,201,43.72,8787.72,Wholesale,644,15.69,137.98
3381,Delhi,658.52,52,Small,634.95,82.1,72,80.64,5806.08,Retail,562,99.17,89.8
3382,Bihar,27.37,50,Large,697.08,18.12,426,14.24,6066.24,Wholesale,271,12.09,106.73
3383,Karnataka,113.27,75,Medium,263.43,32.99,248,33.64,8342.72,Online,15,66.09,54.34
3384,Delhi,356.73,88,Large,621.72,46.39,136,50.59,6880.24,Wholesale,485,47.95,168.04
3385,Jharkhand,896.48,43,Medium,168.97,32.44,97,34.3,3327.1,Wholesale,71,77.82,40.35
3386,Bihar,74.96,52,Small,238.0,78.88,127,81.0,10287.0,Online,111,94.08,83.78
3387,Maharashtra,407.73,89,Medium,722.72,62.3,309,64.57,19952.13,Online,413,34.42,56.11
3388,Delhi,317.15,51,Medium,179.0,36.18,73,37.06,2705.38,Retail,106,31.91,171.59
3389,Rajasthan,194.4,15,Large,300.05,99.3,286,104.06,29761.16,Online,14,72.11,68.63
3390,Telangana,86.4,69,Small,919.62,95.41,735,97.8,71883.0,Online,184,17.64,161.39
3391,West Bengal,72.48,33,Large,165.32,25.61,157,26.48,4157.36,Retail,8,11.63,21.99
3392,Chandigarh,98.03,49,Large,173.07,31.15,58,33.53,1944.74,Retail,115,97.31,144.26
3393,Uttar Pradesh,437.92,28,Small,684.24,84.18,249,83.0,20667.0,Retail,435,69.99,145.96
3394,Chandigarh,539.46,31,Medium,678.33,57.38,7,60.94,426.58,Retail,671,43.64,158.24
3395,Delhi,959.93,72,Large,548.72,72.39,257,68.12,17506.84,Online,291,49.01,143.3
3396,Tamil Nadu,775.22,13,Small,346.67,92.87,339,88.88,30130.32,Wholesale,7,57.97,75.82
3397,Delhi,267.64,30,Medium,827.06,15.67,450,11.66,5247.0,Retail,377,94.42,142.51
3398,West Bengal,348.99,54,Small,809.24,93.25,129,89.52,11548.08,Retail,680,78.95,180.15
3399,Haryana,24.36,70,Large,116.78,14.69,37,15.54,574.98,Retail,79,36.47,188.77
3400,Karnataka,127.86,22,Small,571.38,84.15,135,85.59,11554.65,Online,436,80.72,112.1
3401,Uttar Pradesh,591.97,100,Medium,846.35,69.87,549,72.65,39884.85,Wholesale,297,95.27,81.62
3402,Kerala,853.6,56,Medium,316.81,36.76,305,34.76,10601.8,Wholesale,11,94.4,27.03
3403,Maharashtra,929.08,11,Medium,663.66,92.0,307,90.5,27783.5,Online,356,62.82,125.15
3404,Chandigarh,501.51,74,Small,69.56,60.58,4,62.92,251.68,Online,65,89.84,53.38
3405,Delhi,546.71,72,Small,460.39,39.76,228,40.58,9252.24,Retail,232,84.82,114.59
3406,Karnataka,115.75,65,Small,677.34,21.29,641,25.78,16524.98,Online,36,11.54,94.49
3407,West Bengal,135.75,37,Small,517.28,13.92,190,9.33,1772.7,Online,327,80.46,79.78
3408,Uttar Pradesh,998.5,22,Large,446.83,77.35,157,81.74,12833.18,Wholesale,289,96.27,195.96
3409,Bihar,783.52,43,Medium,59.57,47.93,20,50.29,1005.8,Wholesale,39,33.27,177.24
3410,Chandigarh,213.39,14,Medium,535.91,34.9,40,36.39,1455.6,Wholesale,495,19.76,70.23
3411,Tamil Nadu,992.0,63,Medium,909.45,68.52,718,71.34,51222.12,Online,191,48.59,183.72
3412,Chandigarh,529.91,74,Large,545.66,31.03,541,26.29,14222.89,Wholesale,4,25.04,159.86
3413,Maharashtra,818.31,83,Medium,578.21,17.6,166,19.62,3256.92,Retail,412,42.95,98.0
3414,Delhi,296.26,55,Medium,641.54,30.85,420,26.39,11083.8,Retail,221,90.91,154.45
3415,Telangana,374.9,94,Medium,479.76,86.51,48,90.7,4353.6,Online,431,85.68,37.77
3416,Delhi,718.95,98,Large,340.33,94.29,324,95.29,30873.96,Online,16,79.04,197.01
3417,Gujarat,836.46,29,Large,386.55,58.36,298,62.24,18547.52,Retail,88,81.28,127.3
3418,Jharkhand,775.13,89,Large,946.29,64.42,916,59.5,54502.0,Retail,30,66.87,132.2
3419,Delhi,63.89,83,Medium,881.33,59.21,321,55.31,17754.51,Retail,560,71.59,23.89
3420,Jharkhand,800.32,58,Medium,70.59,32.25,24,36.38,873.12,Wholesale,46,50.89,57.42
3421,Madhya Pradesh,11.32,29,Large,525.08,73.38,455,69.04,31413.2,Retail,70,27.44,28.37
3422,Rajasthan,769.11,99,Small,845.97,48.27,160,53.0,8480.0,Wholesale,685,10.03,94.47
3423,Haryana,166.33,73,Small,472.75,91.36,245,91.56,22432.2,Retail,227,97.44,195.34
3424,Chandigarh,417.58,37,Small,395.78,70.96,386,67.48,26047.28,Wholesale,9,10.71,70.63
3425,Madhya Pradesh,825.35,20,Large,673.26,35.75,310,36.23,11231.3,Retail,363,92.81,76.43
3426,Tamil Nadu,500.73,28,Medium,682.91,87.29,100,83.76,8376.0,Wholesale,582,69.57,147.69
3427,Bihar,122.39,32,Medium,637.4,46.01,588,48.74,28659.12,Wholesale,49,35.14,196.85
3428,Maharashtra,507.26,34,Small,91.24,59.51,57,59.93,3416.01,Retail,34,80.08,155.85
3429,Delhi,525.93,60,Small,550.42,10.16,507,12.1,6134.7,Online,43,19.27,76.85
3430,Jharkhand,161.77,82,Large,57.1,47.53,36,45.6,1641.6,Online,21,26.71,164.56
3431,Haryana,608.55,10,Large,324.34,61.9,111,58.46,6489.06,Wholesale,213,77.61,37.92
3432,Chandigarh,455.73,13,Small,253.81,70.59,21,65.87,1383.27,Retail,232,54.48,61.76
3433,Uttar Pradesh,307.35,52,Small,879.28,75.06,559,71.12,39756.08,Online,320,17.19,165.64
3434,Jharkhand,10.91,40,Medium,911.09,85.67,696,90.66,63099.36,Retail,215,94.4,145.39
3435,Rajasthan,751.92,92,Large,62.58,71.68,58,74.46,4318.68,Retail,4,53.4,76.28
3436,Haryana,89.56,64,Small,237.24,38.12,25,38.14,953.5,Retail,212,26.53,174.76
3437,Karnataka,432.35,25,Large,457.01,51.69,90,49.88,4489.2,Wholesale,367,32.86,119.2
3438,West Bengal,362.65,21,Large,430.03,54.6,39,52.06,2030.34,Retail,391,88.64,140.48
3439,Rajasthan,209.58,34,Large,96.0,56.36,80,60.17,4813.6,Online,16,82.24,71.55
3440,Madhya Pradesh,223.22,12,Medium,374.46,37.85,299,42.07,12578.93,Retail,75,13.3,121.91
3441,Telangana,421.05,16,Medium,869.53,54.46,295,52.33,15437.35,Online,574,66.25,80.35
3442,Maharashtra,637.96,51,Medium,681.79,63.98,616,67.68,41690.88,Retail,65,63.63,163.36
3443,Chandigarh,871.46,13,Small,856.61,88.01,552,89.42,49359.84,Retail,304,53.34,194.54
3444,Maharashtra,386.05,29,Small,115.64,40.32,93,44.91,4176.63,Online,22,72.29,70.61
3445,Haryana,803.26,52,Large,105.47,95.8,85,92.5,7862.5,Wholesale,20,44.64,55.96
3446,Chandigarh,170.04,14,Large,997.91,28.28,80,28.04,2243.2,Wholesale,917,35.83,29.38
3447,West Bengal,956.37,97,Large,406.19,23.3,188,28.03,5269.64,Wholesale,218,75.67,54.54
3448,Haryana,233.85,67,Small,926.31,74.13,9,72.43,651.87,Wholesale,917,27.16,101.85
3449,Rajasthan,66.56,24,Large,515.4,83.87,158,85.86,13565.88,Online,357,35.37,92.56
3450,Telangana,970.87,31,Small,837.56,66.93,88,70.59,6211.92,Online,749,53.72,125.55
3451,Madhya Pradesh,311.16,22,Small,947.95,52.05,131,54.2,7100.2,Wholesale,816,57.78,174.32
